Date,ARKB Close,ARKB Volume,BTC Close,NAV Estimate,Premium/Discount (bps),Cost (bps),Create Signal,Redeem Signal,Spread Captured (bps),P&L Per Trade (USD)
2025-12-30,29.1700,5068200,88430.13,26.7943,886.63,21.43,true,false,865.20,12619.01
2025-12-31,29.0400,2710800,87508.83,26.5152,952.22,21.50,true,false,930.72,13514.10
2026-01-02,29.7900,10191200,89944.70,27.2532,930.81,21.11,true,false,909.70,13550.04
2026-01-05,31.2900,7599000,93882.55,28.4464,999.63,20.38,true,false,979.25,15320.33
2026-01-06,30.7100,5217800,93729.03,28.3999,813.42,20.65,true,false,792.77,12172.92
2026-01-07,30.1850,3451700,91308.05,27.6663,910.37,20.91,true,false,889.46,13424.19
2026-01-08,30.1800,2310200,91027.13,27.5812,942.23,20.91,true,false,921.32,13902.69
2026-01-09,29.9500,2477000,90513.10,27.4255,920.51,21.03,true,false,899.48,13469.73
2026-01-12,30.3600,2958500,91192.99,27.6315,987.47,20.82,true,false,966.65,14673.71
2026-01-13,31.3500,4332000,95321.78,28.8825,854.32,20.35,true,false,833.97,13072.48
2026-01-14,32.4600,4349500,96929.33,29.3696,1052.25,19.86,true,false,1032.39,16755.63
2026-01-15,31.6300,3496300,95551.19,28.9520,924.98,20.23,true,false,904.75,14308.59
2026-01-16,31.7100,3743800,95525.12,28.9441,955.60,20.19,true,false,935.41,14830.85
2026-01-20,29.7300,4676200,88310.91,26.7582,1110.61,21.14,true,false,1089.47,16195.04
2026-01-21,29.9100,6925300,89376.96,27.0812,1044.55,21.05,true,false,1023.51,15306.58
2026-01-22,29.6600,3109900,89462.45,27.1071,941.77,21.17,true,false,920.60,13652.52
2026-01-23,29.6900,4466500,89503.88,27.1197,947.77,21.16,true,false,926.62,13755.60
2026-01-26,29.0500,3060900,88267.14,26.7449,861.87,21.49,true,false,840.38,12206.45
2026-01-27,29.6400,3779000,89102.57,26.9981,978.56,21.18,true,false,957.38,14188.32
2026-01-28,29.5400,6228100,89184.57,27.0229,931.46,21.23,true,false,910.23,13444.04
2026-01-29,27.9100,9339000,84561.59,25.6222,892.91,22.12,true,false,870.79,12151.89
2026-01-30,27.8000,10215900,84128.66,25.4910,905.82,22.19,true,false,883.63,12282.46
2026-02-02,25.8700,17499600,78688.77,23.8427,850.28,23.39,true,false,826.89,10695.81
2026-02-03,25.3600,21540400,75633.55,22.9170,1066.04,23.74,true,false,1042.29,13216.28
2026-02-04,24.3500,14456000,73019.70,22.1250,1005.66,24.48,true,false,981.18,11945.92
2026-02-05,21.1400,15890400,62702.10,18.9987,1127.06,27.29,true,false,1099.77,11624.56
2026-02-06,23.2400,6216300,70555.39,21.3783,870.84,25.36,true,false,845.48,9824.49
2026-02-09,23.4900,5521500,70120.78,21.2466,1055.89,25.16,true,false,1030.73,12105.94
2026-02-10,22.8200,3731600,68793.96,20.8446,947.70,25.72,true,false,921.98,10519.74
2026-02-11,22.4200,7686000,66991.97,20.2986,1045.11,26.07,true,false,1019.04,11423.48
2026-02-12,21.6800,5188100,66221.84,20.0652,804.77,26.76,true,false,778.01,8433.63
2026-02-13,22.8200,7007100,68857.84,20.8639,937.54,25.72,true,false,911.82,10403.85
2026-02-17,22.4800,6051200,67494.22,20.4507,992.26,26.02,true,false,966.24,10860.59
2026-02-18,21.9800,4281300,66425.32,20.1269,920.72,26.47,true,false,894.25,9827.81
2026-02-19,22.2900,4900300,66957.52,20.2881,986.72,26.19,true,false,960.53,10705.13
2026-02-20,22.4800,6153500,68005.42,20.6056,909.63,26.02,true,false,883.61,9931.83
2026-02-23,21.3850,4897900,64616.74,19.5789,922.49,27.04,true,false,895.45,9574.55
2026-02-24,21.4100,4683100,64080.04,19.4163,1026.84,27.02,true,false,999.83,10703.14
2026-02-25,22.9800,5601200,67960.13,20.5919,1159.72,25.58,true,false,1134.14,13031.22
2026-02-26,22.3800,6326500,67453.77,20.4385,949.93,26.11,true,false,923.82,10337.53
2026-02-27,21.7800,2942900,65881.80,19.9622,910.63,26.66,true,false,883.97,9626.42
2026-03-02,22.9600,15331500,68775.85,20.8391,1017.76,25.60,true,false,992.16,11389.99
2026-03-03,22.6500,10549800,68293.65,20.6930,945.74,25.87,true,false,919.88,10417.59
2026-03-04,24.2600,11422800,72710.58,22.0313,1011.60,24.55,true,false,987.05,11972.97
2026-03-05,23.6400,6999400,70841.13,21.4649,1013.35,25.04,true,false,988.31,11681.86
2026-03-06,22.6000,4340700,68136.49,20.6454,946.77,25.91,true,false,920.86,10405.72
2026-03-09,22.9300,6489100,68402.38,20.7259,1063.44,25.62,true,false,1037.82,11898.55
2026-03-10,23.2550,5655700,69926.92,21.1879,975.63,25.35,true,false,950.28,11049.32
2026-03-11,23.4600,4387600,70204.88,21.2721,1028.54,25.18,true,false,1003.36,11769.40
2026-03-12,23.3900,3953300,70493.46,21.3595,950.62,25.24,true,false,925.38,10822.34
2026-03-13,23.6200,8199400,70968.27,21.5034,984.32,25.05,true,false,959.27,11328.93
2026-03-16,24.5500,5314200,74861.09,22.6829,823.13,24.33,true,false,798.80,9805.23
2026-03-17,24.7500,3873300,73922.48,22.3985,1049.84,24.18,true,false,1025.66,12692.54
2026-03-18,23.5900,4348200,71245.58,21.5874,927.67,25.08,true,false,902.59,10646.05
2026-03-19,23.3100,5157700,69912.79,21.1836,1003.81,25.31,true,false,978.50,11404.45
2026-03-20,23.2800,3745800,70522.59,21.3683,894.62,25.33,true,false,869.29,10118.55
2026-03-23,23.4500,6281600,70914.86,21.4872,913.47,25.19,true,false,888.28,10415.12
2026-03-24,23.0100,4793500,70517.86,21.3669,768.99,25.56,true,false,743.43,8553.17
2026-03-25,23.5200,2621300,71309.88,21.6069,885.41,25.13,true,false,860.28,10116.92
2026-03-26,22.7300,6199400,68791.63,20.8439,904.89,25.80,true,false,879.09,9990.87
2026-03-27,21.9000,3319500,66338.38,20.1005,895.24,26.55,true,false,868.69,9512.14
2026-03-30,22.0600,3968800,66691.45,20.2075,916.73,26.40,true,false,890.34,9820.40
2026-03-31,22.4900,6323900,68233.31,20.6747,878.03,26.01,true,false,852.02,9581.01
2026-04-01,22.6200,4137600,68078.55,20.6278,965.78,25.89,true,false,939.89,10630.15
2026-04-02,22.2400,4267700,66888.57,20.2672,973.38,26.23,true,false,947.14,10532.21
2026-04-06,23.1500,3100100,68859.83,20.8645,1095.39,25.44,true,false,1069.95,12384.65
2026-04-07,22.9000,3169200,71940.70,21.7980,505.53,25.65,true,false,479.88,5494.67
2026-04-08,23.6900,2578500,71123.36,21.5504,992.85,25.00,true,false,967.85,11464.20
2026-04-09,23.9500,3919100,71767.83,21.7457,1013.70,24.79,true,false,988.91,11842.16
2026-04-10,24.3100,2718600,72979.05,22.1127,993.71,24.51,true,false,969.20,11780.57
2026-04-13,24.3500,2499900,74484.64,22.5688,789.21,24.48,true,false,764.73,9310.57
2026-04-14,24.6600,3452700,74181.61,22.4770,971.20,24.25,true,false,946.95,11675.93
2026-04-15,24.9100,1294500,74805.08,22.6659,990.06,24.07,true,false,965.99,12031.45
2026-04-16,25.0200,4505800,75152.13,22.7711,987.61,23.99,true,false,963.63,12054.99
2026-04-17,25.7200,3761200,77126.88,23.3694,1005.82,23.50,true,false,982.33,12632.74
2026-04-20,25.3200,1227600,75872.52,22.9894,1013.78,23.77,true,false,990.01,12533.54
2026-04-21,24.8900,2029700,76352.77,23.1349,758.64,24.08,true,false,734.56,9141.62
2026-04-22,26.1700,1932200,78203.10,23.6955,1044.27,23.20,true,false,1021.08,13360.80
2026-04-23,25.7950,1933800,78268.95,23.7155,876.86,23.45,true,false,853.41,11006.87
2026-04-24,25.7700,1570100,77455.31,23.4690,980.46,23.46,true,false,957.00,12330.93
2026-04-27,25.5200,1533100,77366.63,23.4421,886.40,23.63,true,false,862.77,11008.94
2026-04-28,25.3250,971100,76350.67,23.1343,946.97,23.77,true,false,923.20,11690.05
2026-04-29,25.0400,2114100,75776.13,22.9602,905.84,23.97,true,false,881.87,11041.05
2026-04-30,25.3500,1054900,76304.32,23.1202,964.43,23.75,true,false,940.68,11923.15
2026-05-01,26.0200,2017900,78179.00,23.6882,984.36,23.29,true,false,961.06,12503.40
2026-05-04,26.5700,1985400,79827.91,24.1879,984.85,22.94,true,false,961.91,12779.04
2026-05-05,27.1000,1547800,80927.05,24.5209,1051.80,22.61,true,false,1029.19,13945.56
2026-05-06,27.0300,1497500,81427.53,24.6725,955.50,22.65,true,false,932.85,12607.48
2026-05-07,26.5800,1425200,80009.99,24.2430,963.98,22.93,true,false,941.05,12506.52
2026-05-08,26.6000,947100,80186.77,24.2966,948.04,22.92,true,false,925.12,12304.11
2026-05-11,27.1900,1625100,81728.30,24.7637,979.79,22.55,true,false,957.24,13013.71
2026-05-12,26.8000,1388000,80477.49,24.3847,990.51,22.79,true,false,967.72,12967.39
2026-05-13,26.3800,2006900,79277.12,24.0210,982.07,23.06,true,false,959.01,12649.39
2026-05-14,26.9900,3219100,81051.25,24.5585,990.07,22.67,true,false,967.40,13055.05
2026-05-15,26.2500,3273400,79065.68,23.9569,957.18,23.14,true,false,934.03,12259.20
2026-05-18,25.4800,2655700,76954.17,23.3171,927.60,23.66,true,false,903.93,11516.13
2026-05-19,25.4700,997000,76750.91,23.2555,952.24,23.67,true,false,928.57,11825.31
2026-05-20,25.7500,925700,77457.77,23.4697,971.59,23.48,true,false,948.11,12206.98
2026-05-21,25.7600,1028200,77539.17,23.4944,964.33,23.47,true,false,940.86,12118.28
2026-05-22,25.1350,1332500,75488.24,22.8729,988.97,23.90,true,false,965.07,12128.46
2026-05-26,25.1700,3044300,75825.73,22.9752,955.29,23.88,true,false,931.41,11721.84
2026-05-27,24.8400,1417400,74344.70,22.5264,1027.04,24.12,true,false,1002.92,12456.31
2026-05-28,24.3100,2317900,73536.55,22.2816,910.36,24.51,true,false,885.85,10767.48
2026-05-29,24.3500,1858200,73372.52,22.2319,952.74,24.48,true,false,928.26,11301.59
2026-06-01,23.7100,2216300,71319.77,21.6099,971.83,24.98,true,false,946.85,11224.88
2026-06-02,22.2900,3262900,66703.66,20.2112,1028.53,26.19,true,false,1002.35,11171.15
2026-06-03,21.6800,2650100,64014.37,19.3964,1177.36,26.76,true,false,1150.60,12472.53
2026-06-04,21.0800,2418600,63801.57,19.3319,904.27,27.35,true,false,876.92,9242.76
2026-06-05,20.0000,4470100,60922.67,18.4596,834.49,28.50,true,false,805.99,8059.90
2026-06-08,21.0200,1799500,63090.59,19.1164,995.77,27.41,true,false,968.36,10177.45
2026-06-09,20.5800,2327300,61643.78,18.6781,1018.27,27.87,true,false,990.41,10191.27
2026-06-10,20.5200,2658100,61449.29,18.6191,1020.92,27.93,true,false,992.99,10188.09
2026-06-11,21.0800,2179500,63561.05,19.2590,945.53,27.35,true,false,918.18,9677.67
2026-06-12,21.0800,1645700,63543.20,19.2536,948.61,27.35,true,false,921.26,9710.09
2026-06-15,22.0900,1175900,66289.50,20.0857,997.86,26.37,true,false,971.49,10730.14
2026-06-16,21.7700,761000,65600.64,19.8770,952.36,26.67,true,false,925.69,10076.13
2026-06-17,21.3000,1563500,64418.45,19.5188,912.56,27.13,true,false,885.44,9429.88
2026-06-18,20.8800,2741200,62896.47,19.0576,956.24,27.55,true,false,928.69,9695.51
2026-06-22,21.3600,1746500,63952.11,19.3775,1023.10,27.07,true,false,996.03,10637.64
2026-06-23,20.6800,1445600,62668.02,18.9884,890.85,27.76,true,false,863.09,8924.39
2026-06-24,19.8600,2941200,60995.13,18.4815,745.87,28.66,true,false,717.21,7121.88
2026-06-25,19.6400,2589100,59721.68,18.0957,853.43,28.91,true,false,824.51,8096.72
2026-06-26,19.8000,1988800,60016.43,18.1850,888.11,28.73,true,false,859.38,8507.86
2026-06-29,20.0000,1455900,60138.38,18.2219,975.79,28.50,true,false,947.29,9472.86
2026-06-30,19.4600,1858100,58558.86,17.7433,967.50,29.12,true,false,938.37,9130.38
2026-07-01,19.8900,2202400,60003.76,18.1811,939.91,28.62,true,false,911.28,9062.72
2026-07-02,20.3700,2177200,61485.30,18.6300,933.95,28.09,true,false,905.86,9226.18
2026-07-06,21.1300,2305600,63995.02,19.3905,897.09,27.30,true,false,869.80,9189.41
2026-07-07,21.1600,1613300,63297.39,19.1791,1032.84,27.27,true,false,1005.57,10638.93
2026-07-08,20.6300,2242500,62257.57,18.8640,936.15,27.81,true,false,908.34,9369.48
2026-07-09,20.9700,1273657,63197.33,19.1488,951.08,27.46,true,false,923.62,9684.19
